Sentence #,Word,POS
Sentence: 5,Tuxpán,np00000
Sentence: 5,para,sps00
Sentence: 5,la,da0fs0
Sentence: 5,japonesa,aq0fs0
Sentence: 5,.,Fp
Sentence: 6,EDF,np00000
Sentence: 6,tiene,vmip3s0
Sentence: 6,previsto,aq0msp
Sentence: 6,invertir,vmn0000
Sentence: 6,194,Z
Sentence: 6,millones,ncmp000
Sentence: 6,de,sps00
Sentence: 6,euros,Zm
Sentence: 6,-Fpa-,Fpa
Sentence: 6,186,Z
Sentence: 6,millones,ncmp000
Sentence: 6,de,sps00
Sentence: 6,dólares,Zm
Sentence: 6,-Fpt-,Fpt
Sentence: 6,en,sps00
Sentence: 6,la,da0fs0
Sentence: 6,central,ncfs000
Sentence: 6,de,sps00
Sentence: 6,Río_Bravo,np00000
Sentence: 6,",",Fc
Sentence: 6,con,sps00
Sentence: 6,una,di0fs0
Sentence: 6,potencia,ncfs000
Sentence: 6,de,sps00
Sentence: 6,495,Z
Sentence: 6,megavatios,ncmp000
Sentence: 6,",",Fc
Sentence: 6,y,cc
Sentence: 6,134,Z
Sentence: 6,millones,ncmp000
Sentence: 6,de,sps00
Sentence: 6,euros,Zm
Sentence: 6,-Fpa-,Fpa
Sentence: 6,28,Z
Sentence: 6,millones,ncmp000
Sentence: 6,de,sps00
Sentence: 6,dólares,Zm
Sentence: 6,-Fpt-,Fpt
Sentence: 6,en,sps00
Sentence: 6,Saltillo,np00000
Sentence: 6,",",Fc
Sentence: 6,que,pr0cn000
Sentence: 6,como,cs
Sentence: 6,la,da0fs0
Sentence: 6,primera,ao0fs0
Sentence: 6,funcionará,vmif3s0
Sentence: 6,con,sps00
Sentence: 6,gas,ncms000
Sentence: 6,natural,aq0cs0
Sentence: 6,y,cc
Sentence: 6,cuya,pr0fs000
Sentence: 6,potencia,ncfs000
Sentence: 6,prevista,aq0fsp
Sentence: 6,es,vsip3s0
Sentence: 6,de,sps00
Sentence: 6,247,Z
Sentence: 6,megavatios,ncmp000
Sentence: 6,.,Fp
Sentence: 7,La,da0fs0
Sentence: 7,alcaldesa,ncfs000
Sentence: 7,de,sps00
Sentence: 7,Málaga,np0000l
Sentence: 7,y,cc
Sentence: 7,cabeza,ncfs000
Sentence: 7,de,sps00
Sentence: 7,lista,ncfs000
Sentence: 7,del,spcms
Sentence: 7,PP,np0000o
Sentence: 7,al,spcms
Sentence: 7,Congreso,np0000o
Sentence: 7,por,sps00
Sentence: 7,esta,dd0fs0
Sentence: 7,provincia,ncfs000
Sentence: 7,",",Fc
Sentence: 7,Celia_Villalobos,np0000p
Sentence: 7,",",Fc
Sentence: 7,pidió,vmis3s0
Sentence: 7,hoy,rg
Sentence: 7,a,sps00
Sentence: 7,los,da0mp0
Sentence: 7,militantes,nccp000
Sentence: 7,de,sps00
Sentence: 7,esta,dd0fs0
Sentence: 7,formación,ncfs000
Sentence: 7,que,cs
Sentence: 7,*0*,sn.e-SUJ
Sentence: 7,sepan,vmsp3p0
Sentence: 7,"""",Fe
Sentence: 7,administrar,vmn0000
Sentence: 7,la,da0fs0
Sentence: 7,victoria,ncfs000
Sentence: 7,"""",Fe
Sentence: 7,",",Fc
Sentence: 7,porque,cs
Sentence: 7,"""",Fe
Sentence: 7,no,rn
Sentence: 7,vale,vmip3s0
Sentence: 7,la,da0fs0
Sentence: 7,revancha,ncfs000
Sentence: 7,",",Fc
Sentence: 7,el,da0ms0
Sentence: 7,insulto,ncms000
Sentence: 7,o,cc
Sentence: 7,el,da0ms0
Sentence: 7,ataque,ncms000
Sentence: 7,",",Fc
Sentence: 7,eso,pd0ns000
Sentence: 7,es,vsip3s0
Sentence: 7,para,sps00
Sentence: 7,ellos,pp3mp000
Sentence: 7,"""",Fe
Sentence: 7,.,Fp
Sentence: 8,En,sps00
Sentence: 8,una,di0fs0
Sentence: 8,intervención,ncfs000
Sentence: 8,ante,sps00
Sentence: 8,militantes,nccp000
Sentence: 8,populares,aq0cp0
Sentence: 8,en,sps00
Sentence: 8,el,da0ms0
Sentence: 8,hotel,ncms000
Sentence: 8,de,sps00
Sentence: 8,la,da0fs0
Sentence: 8,capital,ncfs000
Sentence: 8,malagueña,aq0fs0
Sentence: 8,elegido,aq0msp
Sentence: 8,como,cs
Sentence: 8,sede,ncfs000
Sentence: 8,de,sps00
Sentence: 8,la,da0fs0
Sentence: 8,noche,ncfs000
Sentence: 8,electoral,aq0cs0
Sentence: 8,del,spcms
Sentence: 8,PP,np0000o
Sentence: 8,",",Fc
Sentence: 8,Villalobos,np0000p
Sentence: 8,dio,vmis3s0
Sentence: 8,las,da0fp0
Sentence: 8,gracias,ncfp000
Sentence: 8,"""",Fe
Sentence: 8,a,sps00
Sentence: 8,los,da0mp0
Sentence: 8,militantes,nccp000
Sentence: 8,de,sps00
Sentence: 8,muchos,di0mp0
Sentence: 8,años,ncmp000
Sentence: 8,que,pr0cn000
Sentence: 8,hoy,rg
Sentence: 8,tienen,vmip3p0
Sentence: 8,una,di0fs0
Sentence: 8,emoción,ncfs000
Sentence: 8,especial,aq0cs0
Sentence: 8,"""",Fe
Sentence: 8,",",Fc
Sentence: 8,y,cc
Sentence: 8,*0*,sn.e-SUJ
Sentence: 8,se,p0300000
Sentence: 8,confesó,vmis3s0
Sentence: 8,también,rg
Sentence: 8,"""",Fe
Sentence: 8,especialmente,rg
Sentence: 8,emocionada,aq0fsp
Sentence: 8,"""",Fe
Sentence: 8,en,sps00
Sentence: 8,sus,dp3cp0
Sentence: 8,quintas,ao0fp0
Sentence: 8,elecciones,ncfp000
Sentence: 8,generales,aq0cp0
Sentence: 8,.,Fp
Sentence: 10,A,sps00
Sentence: 10,todas,di0fp0
Sentence: 10,estas,dd0fp0
Sentence: 10,personas,ncfp000
Sentence: 10,"""",Fe
Sentence: 10,*0*,sn.e-SUJ
Sentence: 10,no,rn
Sentence: 10,las,pp3fpa00
Sentence: 10,vamos,vmip1p0
Sentence: 10,a,sps00
Sentence: 10,defraudar,vmn0000
Sentence: 10,"""",Fe
Sentence: 10,",",Fc
Sentence: 10,aseguró,vmis3s0
Sentence: 10,Villalobos,np0000p
Sentence: 10,",",Fc
Sentence: 10,que,pr0cn000
Sentence: 10,subrayó,vmis3s0
Sentence: 10,que,cs
Sentence: 10,Aznar,np0000p
Sentence: 10,"""",Fe
Sentence: 10,seguirá,vmif3s0
Sentence: 10,gobernando,vmg0000
Sentence: 10,desde,sps00
Sentence: 10,el,da0ms0
Sentence: 10,diálogo,ncms000
Sentence: 10,",",Fc
Sentence: 10,sin,sps00
Sentence: 10,prepotencia,ncfs000
Sentence: 10,",",Fc
Sentence: 10,con,sps00
Sentence: 10,honradez,ncfs000
Sentence: 10,y,cc
Sentence: 10,preocupado,aq0msp
Sentence: 10,por,sps00
Sentence: 10,los,da0mp0
Sentence: 10,problemas,ncmp000
Sentence: 10,",",Fc
Sentence: 10,y,cc
Sentence: 10,*0*,sn.e-SUJ
Sentence: 10,seguiremos,vmif1p0
Sentence: 10,siendo,vsg0000
Sentence: 10,los,da0mp0
Sentence: 10,mismos,pi0mp000
Sentence: 10,"""",Fe
Sentence: 10,.,Fp
Sentence: 11,*0*,sn.e-SUJ
Sentence: 11,Destacó,vmis3s0
Sentence: 11,que,cs
Sentence: 11,"""",Fe
Sentence: 11,por_fin,rg
Sentence: 11,"""",Fe
Sentence: 11,el,da0ms0
Sentence: 11,PP,np0000o
Sentence: 11,ha,vaip3s0
Sentence: 11,ganado,vmp00sm
Sentence: 11,en,sps00
Sentence: 11,la,da0fs0
Sentence: 11,circunscripción,ncfs000
Sentence: 11,de,sps00
Sentence: 11,Málaga,np0000l
Sentence: 11,tanto,rg
Sentence: 11,en,sps00
Sentence: 11,las,da0fp0
Sentence: 11,elecciones,ncfp000
Sentence: 11,generales,aq0cp0
Sentence: 11,como,cs
Sentence: 11,en,sps00
Sentence: 11,las,da0fp0
Sentence: 11,autonómicas,aq0fp0
Sentence: 11,y,cc
Sentence: 11,en,sps00
Sentence: 11,el,da0ms0
Sentence: 11,Senado,np0000o
Sentence: 11,",",Fc
Sentence: 11,hecho,ncms000
Sentence: 11,que,pr0cn000
Sentence: 11,*0*,sn.e-SUJ
Sentence: 11,achacó,vmis3s0
Sentence: 11,entre,sps00
Sentence: 11,otros,di0mp0
Sentence: 11,factores,ncmp000
Sentence: 11,"""",Fe
Sentence: 11,al,spcms
Sentence: 11,trabajo,ncms000
Sentence: 11,de,sps00
Sentence: 11,los,da0mp0
Sentence: 11,alcaldes,ncmp000
Sentence: 11,",",Fc
Sentence: 11,dando,vmg0000
Sentence: 11,ejemplo,ncms000
Sentence: 11,"""",Fe
Sentence: 11,.,Fp
Sentence: 12,Respecto_al,spcms
Sentence: 12,resultado,ncms000
Sentence: 12,de,sps00
Sentence: 12,las,da0fp0
Sentence: 12,elecciones,ncfp000
Sentence: 12,autonómicas,aq0fp0
Sentence: 12,",",Fc
Sentence: 12,Villalobos,np0000p
Sentence: 12,señaló,vmis3s0
Sentence: 12,que,cs
Sentence: 12,*0*,sn.e-SUJ
Sentence: 12,demuestra,vmip3s0
Sentence: 12,que,cs
Sentence: 12,"""",Fe
Sentence: 12,Andalucía,np0000l
Sentence: 12,no,rn
Sentence: 12,es,vsip3s0
Sentence: 12,propiedad,ncfs000
Sentence: 12,del,spcms
Sentence: 12,PSOE,np0000o
Sentence: 12,",",Fc
Sentence: 12,*0*,sn.e-SUJ
Sentence: 12,es,vsip3s0
Sentence: 12,propiedad,ncfs000
Sentence: 12,de,sps00
Sentence: 12,los,da0mp0
Sentence: 12,andaluces,aq0mp0
Sentence: 12,"""",Fe
Sentence: 12,.,Fp
Sentence: 14,Atencia,np0000p
Sentence: 14,calificó,vmis3s0
Sentence: 14,de,sps00
Sentence: 14,"""",Fe
Sentence: 14,históricos,aq0mp0
Sentence: 14,"""",Fe
Sentence: 14,los,da0mp0
Sentence: 14,resultados,ncmp000
Sentence: 14,en,sps00
Sentence: 14,la,da0fs0
Sentence: 14,provincia,ncfs000
Sentence: 14,con,sps00
Sentence: 14,la,da0fs0
Sentence: 14,"""",Fe
Sentence: 14,triple,dn0cs0
Sentence: 14,victoria,ncfs000
Sentence: 14,"""",Fe
Sentence: 14,en,sps00
Sentence: 14,Congreso,np0000o
Sentence: 14,",",Fc
Sentence: 14,Senado,np0000o
Sentence: 14,y,cc
Sentence: 14,Parlamento,np0000o
Sentence: 14,andaluz,aq0ms0
Sentence: 14,",",Fc
Sentence: 14,y,cc
Sentence: 14,*0*,sn.e-SUJ
Sentence: 14,ofreció,vmis3s0
Sentence: 14,la,da0fs0
Sentence: 14,victoria,ncfs000
Sentence: 14,a,sps00
Sentence: 14,Aznar,np0000p
Sentence: 14,.,Fp
Sentence: 17,Stet_International_Netherlands,np0000o
Sentence: 17,-Fpa-,Fpa
Sentence: 17,SIN,np0000o
Sentence: 17,-Fpt-,Fpt
Sentence: 17,",",Fc
Sentence: 17,que,pr0cn000
Sentence: 17,pertenece,vmip3s0
Sentence: 17,al,spcms
Sentence: 17,grupo,ncms000
Sentence: 17,italiano,aq0ms0
Sentence: 17,Telecom_Italia,np0000o
Sentence: 17,",",Fc
Sentence: 17,es,vsip3s0
Sentence: 17,una,di0fs0
Sentence: 17,empresa,ncfs000
Sentence: 17,que,pr0cn000
Sentence: 17,presta,vmip3s0
Sentence: 17,servicios,ncmp000
Sentence: 17,de,sps00
Sentence: 17,telecomunicaciones,ncfp000
Sentence: 17,.,Fp
Sentence: 19,Unión_Fenosa_Inversiones,np0000o
Sentence: 19,-Fpa-,Fpa
Sentence: 19,UFINSA,np0000o
Sentence: 19,-Fpt-,Fpt
Sentence: 19,es,vsip3s0
Sentence: 19,una,di0fs0
Sentence: 19,empresa,ncfs000
Sentence: 19,del,spcms
Sentence: 19,grupo,ncms000
Sentence: 19,español,aq0ms0
Sentence: 19,Unión_Fenosa,np0000o
Sentence: 19,que,pr0cn000
Sentence: 19,ofrece,vmip3s0
Sentence: 19,servicios,ncmp000
Sentence: 19,de,sps00
Sentence: 19,asesoría,ncfs000
Sentence: 19,",",Fc
Sentence: 19,ingeniería,ncfs000
Sentence: 19,",",Fc
Sentence: 19,telecomunicaciones,ncfp000
Sentence: 19,",",Fc
Sentence: 19,industria,ncfs000
Sentence: 19,",",Fc
Sentence: 19,explotación,ncfs000
Sentence: 19,de,sps00
Sentence: 19,minas,ncfp000
Sentence: 19,e,cc
Sentence: 19,inmobiliaria,ncfs000
Sentence: 19,.,Fp
Sentence: 20,Aragón_de_Cable,np0000o
Sentence: 20,",",Fc
Sentence: 20,Cablelteca,np0000o
Sentence: 20,",",Fc
Sentence: 20,Supercable_Andalucía,np0000o
Sentence: 20,",",Fc
Sentence: 20,Supercable_Sevilla,np0000o
Sentence: 20,y,cc
Sentence: 20,Supercable_Almería,np0000o
Sentence: 20,son,vsip3p0
Sentence: 20,empresas,ncfp000
Sentence: 20,de,sps00
Sentence: 20,telecomunicaciones,ncfp000
Sentence: 20,españolas,aq0fp0
Sentence: 20,que,pr0cn000
Sentence: 20,ofrecen,vmip3p0
Sentence: 20,servicios,ncmp000
Sentence: 20,de,sps00
Sentence: 20,cable,ncms000
Sentence: 20,en,sps00
Sentence: 20,Aragón,np0000l
Sentence: 20,",",Fc
Sentence: 20,Islas_Canarias,np0000l
Sentence: 20,",",Fc
Sentence: 20,Andalucía,np0000l
Sentence: 20,",",Fc
Sentence: 20,Sevilla,np0000l
Sentence: 20,y,cc
Sentence: 20,Almería,np0000l
Sentence: 20,respectivamente,rg
Sentence: 20,.,Fp
Sentence: 21,AUNA,np0000o
Sentence: 21,es,vsip3s0
Sentence: 21,una,di0fs0
Sentence: 21,nueva,aq0fs0
Sentence: 21,empresa,ncfs000
Sentence: 21,"""",Fe
Sentence: 21,holding,ncms000
Sentence: 21,"""",Fe
Sentence: 21,creada,aq0fsp
Sentence: 21,por,sps00
Sentence: 21,SIN,np0000o
Sentence: 21,",",Fc
Sentence: 21,ET,np0000o
Sentence: 21,y,cc
Sentence: 21,UFINSA,np0000o
Sentence: 21,para,sps00
Sentence: 21,el,da0ms0
Sentence: 21,control,ncms000
Sentence: 21,común,aq0cs0
Sentence: 21,de,sps00
Sentence: 21,estas,dd0fp0
Sentence: 21,cinco,dn0cp0
Sentence: 21,empresas,ncfp000
Sentence: 21,de,sps00
Sentence: 21,cable,ncms000
Sentence: 21,españolas,aq0fp0
Sentence: 21,.,Fp
Sentence: 22,Tras,sps00
Sentence: 22,el,da0ms0
Sentence: 22,examen,ncms000
Sentence: 22,preliminar,aq0cs0
Sentence: 22,de,sps00
Sentence: 22,la,da0fs0
Sentence: 22,documentación,ncfs000
Sentence: 22,presentada,aq0fsp
Sentence: 22,",",Fc
Sentence: 22,los,da0mp0
Sentence: 22,servicios,ncmp000
Sentence: 22,de,sps00
Sentence: 22,competencia,ncfs000
Sentence: 22,de,sps00
Sentence: 22,la,da0fs0
Sentence: 22,Comisión_Europea,np0000o
Sentence: 22,estiman,vmip3p0
Sentence: 22,que,cs
Sentence: 22,la,da0fs0
Sentence: 22,operación,ncfs000
Sentence: 22,podría,vmic3s0
Sentence: 22,entrar,vmn0000
Sentence: 22,dentro,rg
Sentence: 22,del,spcms
Sentence: 22,campo,ncms000
Sentence: 22,de,sps00
Sentence: 22,aplicación,ncfs000
Sentence: 22,de,sps00
Sentence: 22,la,da0fs0
Sentence: 22,reglamentación,ncfs000
Sentence: 22,comunitaria,aq0fs0
Sentence: 22,sobre,sps00
Sentence: 22,concentraciones,ncfp000
Sentence: 22,.,Fp
Sentence: 23,La,da0fs0
Sentence: 23,Comisión_Europea,np0000o
Sentence: 23,invita,vmip3s0
Sentence: 23,a,sps00
Sentence: 23,las,da0fp0
Sentence: 23,terceras,ao0fp0
Sentence: 23,partes,ncfp000
Sentence: 23,interesadas,aq0fpp
Sentence: 23,en,sps00
Sentence: 23,esta,dd0fs0
Sentence: 23,operación,ncfs000
Sentence: 23,a,sps00
Sentence: 23,trasmitirle,vmn0000
Sentence: 23,sus,dp3cp0
Sentence: 23,observaciones,ncfp000
Sentence: 23,en,sps00
Sentence: 23,el,da0ms0
Sentence: 23,plazo,ncms000
Sentence: 23,de,sps00
Sentence: 23,diez,dn0cp0
Sentence: 23,días,ncmp000
Sentence: 23,sobre,sps00
Sentence: 23,este,dd0ms0
Sentence: 23,proyecto,ncms000
Sentence: 23,de,sps00
Sentence: 23,concentración,ncfs000
Sentence: 23,.,Fp
Sentence: 25,Australia,np0000o
Sentence: 25,",",Fc
Sentence: 25,actual,aq0cs0
Sentence: 25,campeona,ncfs000
Sentence: 25,del,spcms
Sentence: 25,torneo,ncms000
Sentence: 25,",",Fc
Sentence: 25,intentará,vmif3s0
Sentence: 25,aprovechar,vmn0000
Sentence: 25,su,dp3cs0
Sentence: 25,teórica,aq0fs0
Sentence: 25,ventaja,ncfs000
Sentence: 25,en,sps00
Sentence: 25,la,da0fs0
Sentence: 25,hierba,ncfs000
Sentence: 25,",",Fc
Sentence: 25,en,sps00
Sentence: 25,la,da0fs0
Sentence: 25,que,pr0cn000
Sentence: 25,los,da0mp0
Sentence: 25,luchadores,aq0mp0
Sentence: 25,jugadores,ncmp000
Sentence: 25,brasileños,aq0mp0
Sentence: 25,",",Fc
Sentence: 25,salvo,sps00
Sentence: 25,el,da0ms0
Sentence: 25,"""",Fe
Sentence: 25,todoterreno,aq0ms0
Sentence: 25,"""",Fe
Sentence: 25,Gustavo_Kuerten,np0000p
Sentence: 25,",",Fc
Sentence: 25,no,rn
Sentence: 25,se,p0300000
Sentence: 25,adaptan,vmip3p0
Sentence: 25,bien,rg
Sentence: 25,.,Fp
Sentence: 26,El,da0ms0
Sentence: 26,capitán,ncms000
Sentence: 26,australiano,aq0ms0
Sentence: 26,John_Newcombe,np0000p
Sentence: 26,no,rn
Sentence: 26,podrá,vmif3s0
Sentence: 26,contar,vmn0000
Sentence: 26,con,sps00
Sentence: 26,uno,pi0ms000
Sentence: 26,de,sps00
Sentence: 26,sus,dp3cp0
Sentence: 26,mejores,aq0cp0
Sentence: 26,hombres,ncmp000
Sentence: 26,",",Fc
Sentence: 26,Mark_Philippoussis,np0000p
Sentence: 26,",",Fc
Sentence: 26,pero,cc
Sentence: 26,Lleyton_Hewitt,np0000p
Sentence: 26,y,cc
Sentence: 26,un,di0ms0
Sentence: 26,pletórico,aq0ms0
Sentence: 26,Patrick_Rafter,np0000p
Sentence: 26,",",Fc
Sentence: 26,que,pr0cn000
Sentence: 26,viene,vmip3s0
Sentence: 26,de,sps00
Sentence: 26,ganar,vmn0000
Sentence: 26,en,sps00
Sentence: 26,Den_Bosch,np0000a
Sentence: 26,y,cc
Sentence: 26,ser,vsn0000
Sentence: 26,finalista,aq0cs0
Sentence: 26,en,sps00
Sentence: 26,Wimbledon,np0000a
Sentence: 26,",",Fc
Sentence: 26,aseguran,vmip3p0
Sentence: 26,un,di0ms0
Sentence: 26,gran,aq0cs0
Sentence: 26,rendimiento,ncms000
Sentence: 26,para,sps00
Sentence: 26,el,da0ms0
Sentence: 26,equipo,ncms000
Sentence: 26,australiano,aq0ms0
Sentence: 26,.,Fp
Sentence: 28,El,da0ms0
Sentence: 28,doble,nccs000
Sentence: 28,que,pr0cn000
Sentence: 28,se,p0300000
Sentence: 28,enfrentará,vmif3s0
Sentence: 28,a,sps00
Sentence: 28,la,da0fs0
Sentence: 28,pareja,ncfs000
Sentence: 28,Sandon_Stolle-Mark_Woodforde,np0000p
Sentence: 28,será,vsif3s0
Sentence: 28,el,da0ms0
Sentence: 28,formado,aq0msp
Sentence: 28,por,sps00
Sentence: 28,"""",Fe
Sentence: 28,Guga,np0000p
Sentence: 28,"""",Fe
Sentence: 28,y,cc
Sentence: 28,Jaime_Oncins,np0000p
Sentence: 28,.,Fp
Sentence: 29,El,da0ms0
Sentence: 29,sorteo,ncms000
Sentence: 29,ha,vaip3s0
Sentence: 29,deparado,vmp00sm
Sentence: 29,que,cs
Sentence: 29,los,da0mp0
Sentence: 29,números,ncmp000
Sentence: 29,uno,pi0ms000
Sentence: 29,de,sps00
Sentence: 29,cada,di0cs0
Sentence: 29,equipo,ncms000
Sentence: 29,",",Fc
Sentence: 29,Rafter,np0000p
Sentence: 29,y,cc
Sentence: 29,Kuerten,np0000p
Sentence: 29,",",Fc
Sentence: 29,abran,vmm03p0
Sentence: 29,el,da0ms0
Sentence: 29,fuego,ncms000
Sentence: 29,en,sps00
Sentence: 29,la,da0fs0
Sentence: 29,primera,ao0fs0
Sentence: 29,jornada,ncfs000
Sentence: 29,",",Fc
Sentence: 29,mientras_que,cc
Sentence: 29,Hewitt,np0000p
Sentence: 29,se,p0300000
Sentence: 29,medirá,vmif3s0
Sentence: 29,a,sps00
Sentence: 29,Meligeni,np0000p
Sentence: 29,.,Fp
Sentence: 33,Guillermo_de_la_Torre,np0000p
Sentence: 33,",",Fc
Sentence: 33,entrenador,ncms000
Sentence: 33,del,spcms
Sentence: 33,atleta,nccs000
Sentence: 33,cubano,aq0ms0
Sentence: 33,Javier_Sotomayor,np0000p
Sentence: 33,",",Fc
Sentence: 33,aseguró,vmis3s0
Sentence: 33,que,cs
Sentence: 33,el,da0ms0
Sentence: 33,plusmarquista,nccs000
Sentence: 33,mundial,aq0cs0
Sentence: 33,de,sps00
Sentence: 33,altura,ncfs000
Sentence: 33,está,vmip3s0
Sentence: 33,en,sps00
Sentence: 33,condiciones,ncfp000
Sentence: 33,de,sps00
Sentence: 33,ganar,vmn0000
